alert_id,symbol,ts_entry,entry_price,direction,stop_price,target_price,risk,reward,rr_ratio,hold_minutes,logic_type,status
12226,NQM6.CME@RITHMIC,2026-05-05T14:02:19.116Z,28093.62,LONG,28092.75,28094.62,0.88,1.0,1.14,23,Phase1_Absorption,TIMEOUT
12227,NQM6.CME@RITHMIC,2026-05-05T14:02:19.133Z,28093.4,LONG,28092.75,28093.8,0.65,0.4,0.62,26,Phase1_Absorption,WIN
12228,NQM6.CME@RITHMIC,2026-05-05T14:02:20.363Z,28096.25,SHORT,28097.5,28094.25,1.25,2.0,1.6,18,Phase1_Absorption,WIN
12229,NQM6.CME@RITHMIC,2026-05-05T14:02:21.046Z,28095.4,LONG,28094.75,28095.8,0.65,0.4,0.62,30,Phase1_Absorption,TIMEOUT
12230,NQM6.CME@RITHMIC,2026-05-05T14:02:21.047Z,28095.15,LONG,28094.5,28095.55,0.65,0.4,0.62,13,Phase1_Absorption,WIN
12231,NQM6.CME@RITHMIC,2026-05-05T14:02:21.408Z,28095.3,LONG,28094.5,28096.1,0.8,0.8,1.0,29,Phase1_Absorption,WIN
12232,NQM6.CME@RITHMIC,2026-05-05T14:02:22.209Z,28097.3,SHORT,28098.25,28096.1,0.95,1.2,1.26,14,Phase1_Absorption,WIN
12233,NQM6.CME@RITHMIC,2026-05-05T14:02:24.292Z,28098.62,SHORT,28099.5,28097.62,0.88,1.0,1.14,18,Phase1_Absorption,LOSS
12234,NQM6.CME@RITHMIC,2026-05-05T14:02:26.135Z,28099.03,SHORT,28099.75,28098.43,0.72,0.6,0.83,7,Phase1_Absorption,WIN
12235,NQM6.CME@RITHMIC,2026-05-05T14:02:27.176Z,28098.03,LONG,28097.0,28099.43,1.03,1.4,1.37,29,Phase1_Absorption,LOSS
12236,NQM6.CME@RITHMIC,2026-05-05T14:02:30.020Z,28097.53,SHORT,28098.25,28096.93,0.72,0.6,0.83,10,Phase1_Absorption,TIMEOUT
12237,NQM6.CME@RITHMIC,2026-05-05T14:02:30.062Z,28097.78,SHORT,28098.5,28097.18,0.72,0.6,0.83,9,Phase1_Absorption,LOSS
12238,NQM6.CME@RITHMIC,2026-05-05T14:02:30.894Z,28097.28,SHORT,28098.0,28096.68,0.72,0.6,0.83,23,Phase1_Absorption,LOSS
12239,NQM6.CME@RITHMIC,2026-05-05T14:02:31.179Z,28097.8,SHORT,28098.75,28096.6,0.95,1.2,1.26,16,Phase1_Absorption,TIMEOUT
12240,NQM6.CME@RITHMIC,2026-05-05T14:02:31.188Z,28098.1,SHORT,28098.75,28097.7,0.65,0.4,0.62,18,Phase1_Absorption,WIN
12241,NQM6.CME@RITHMIC,2026-05-05T14:02:32.079Z,28097.2,LONG,28096.25,28098.4,0.95,1.2,1.26,21,Phase1_Absorption,LOSS
12242,NQM6.CME@RITHMIC,2026-05-05T14:02:33.472Z,28097.97,SHORT,28099.0,28096.57,1.03,1.4,1.37,22,Phase1_Absorption,WIN
12243,NQM6.CME@RITHMIC,2026-05-05T14:02:36.092Z,28097.03,LONG,28096.0,28098.43,1.03,1.4,1.37,28,Phase1_Absorption,WIN
12244,NQM6.CME@RITHMIC,2026-05-05T14:02:37.688Z,28096.38,LONG,28095.5,28097.38,0.88,1.0,1.14,12,Phase1_Absorption,LOSS
12245,NQM6.CME@RITHMIC,2026-05-05T14:02:39.780Z,28096.2,LONG,28095.25,28097.4,0.95,1.2,1.26,6,Phase1_Absorption,WIN
12246,NQM6.CME@RITHMIC,2026-05-05T14:02:40.019Z,28096.12,LONG,28095.25,28097.12,0.88,1.0,1.14,25,Phase1_Absorption,WIN
12247,ESM6.CME@RITHMIC,2026-05-05T14:02:43.226Z,7275.65,LONG,7275.0,7276.05,0.65,0.4,0.62,13,Phase1_Absorption,TIMEOUT
12248,NQM6.CME@RITHMIC,2026-05-05T14:02:43.701Z,28092.5,LONG,28091.25,28094.5,1.25,2.0,1.6,21,Phase1_Absorption,LOSS
12249,NQM6.CME@RITHMIC,2026-05-05T14:02:45.793Z,28095.88,SHORT,28096.75,28094.88,0.88,1.0,1.14,10,Phase1_Absorption,TIMEOUT
12250,NQM6.CME@RITHMIC,2026-05-05T14:02:45.794Z,28096.05,SHORT,28097.0,28094.85,0.95,1.2,1.26,11,Phase1_Absorption,TIMEOUT
12251,NQM6.CME@RITHMIC,2026-05-05T14:02:47.262Z,28095.1,SHORT,28095.75,28094.7,0.65,0.4,0.62,22,Phase1_Absorption,WIN
12252,NQM6.CME@RITHMIC,2026-05-05T14:02:50.249Z,28095.78,SHORT,28096.5,28095.18,0.72,0.6,0.83,23,Phase1_Absorption,TIMEOUT
12253,NQM6.CME@RITHMIC,2026-05-05T14:02:51.431Z,28093.55,LONG,28092.75,28094.35,0.8,0.8,1.0,9,Phase1_Absorption,WIN
12254,NQM6.CME@RITHMIC,2026-05-05T14:02:51.884Z,28093.12,LONG,28092.25,28094.12,0.88,1.0,1.14,12,Phase1_Absorption,WIN
12255,NQM6.CME@RITHMIC,2026-05-05T14:02:54.045Z,28089.88,LONG,28089.0,28090.88,0.88,1.0,1.14,18,Phase1_Absorption,LOSS
12256,NQM6.CME@RITHMIC,2026-05-05T14:02:54.203Z,28089.3,LONG,28088.5,28090.1,0.8,0.8,1.0,9,Phase1_Absorption,WIN
12257,NQM6.CME@RITHMIC,2026-05-05T14:02:54.341Z,28088.8,LONG,28088.0,28089.6,0.8,0.8,1.0,16,Phase1_Absorption,WIN
12258,NQM6.CME@RITHMIC,2026-05-05T14:02:54.674Z,28088.8,LONG,28088.0,28089.6,0.8,0.8,1.0,7,Phase1_Absorption,LOSS
12259,NQM6.CME@RITHMIC,2026-05-05T14:02:55.070Z,28088.95,LONG,28088.0,28090.15,0.95,1.2,1.26,6,Phase1_Absorption,LOSS
12260,NQM6.CME@RITHMIC,2026-05-05T14:02:55.274Z,28088.95,LONG,28088.0,28090.15,0.95,1.2,1.26,22,Phase1_Absorption,WIN
12261,NQM6.CME@RITHMIC,2026-05-05T14:02:55.274Z,28088.97,LONG,28088.25,28089.57,0.72,0.6,0.83,28,Phase1_Absorption,LOSS
12262,NQM6.CME@RITHMIC,2026-05-05T14:02:55.274Z,28088.65,LONG,28088.0,28089.05,0.65,0.4,0.62,21,Phase1_Absorption,LOSS
12263,NQM6.CME@RITHMIC,2026-05-05T14:02:55.276Z,28088.4,LONG,28087.75,28088.8,0.65,0.4,0.62,10,Phase1_Absorption,WIN
12264,NQM6.CME@RITHMIC,2026-05-05T14:02:55.276Z,28088.15,LONG,28087.5,28088.55,0.65,0.4,0.62,26,Phase1_Absorption,WIN
12265,NQM6.CME@RITHMIC,2026-05-05T14:02:55.615Z,28087.22,LONG,28086.5,28087.82,0.72,0.6,0.83,24,Phase1_Absorption,WIN
12266,NQM6.CME@RITHMIC,2026-05-05T14:02:57.277Z,28088.65,LONG,28088.0,28089.05,0.65,0.4,0.62,14,Phase1_Absorption,LOSS
12267,NQM6.CME@RITHMIC,2026-05-05T14:02:57.637Z,28087.62,LONG,28086.75,28088.62,0.88,1.0,1.14,15,Phase1_Absorption,LOSS
12268,NQM6.CME@RITHMIC,2026-05-05T14:02:59.810Z,28087.7,SHORT,28088.5,28086.9,0.8,0.8,1.0,23,Phase1_Absorption,LOSS
12269,NQM6.CME@RITHMIC,2026-05-05T14:02:59.854Z,28088.2,SHORT,28089.0,28087.4,0.8,0.8,1.0,16,Phase1_Absorption,LOSS
12270,NQM6.CME@RITHMIC,2026-05-05T14:03:00.111Z,28087.22,LONG,28086.5,28087.82,0.72,0.6,0.83,11,Phase1_Absorption,TIMEOUT
12271,NQM6.CME@RITHMIC,2026-05-05T14:03:00.209Z,28086.65,LONG,28086.0,28087.05,0.65,0.4,0.62,5,Phase1_Absorption,WIN
12272,NQM6.CME@RITHMIC,2026-05-05T14:03:00.403Z,28086.72,LONG,28086.0,28087.32,0.72,0.6,0.83,9,Phase1_Absorption,WIN
12273,NQM6.CME@RITHMIC,2026-05-05T14:03:00.447Z,28087.38,SHORT,28088.25,28086.38,0.88,1.0,1.14,14,Phase1_Absorption,WIN
12274,NQM6.CME@RITHMIC,2026-05-05T14:03:00.732Z,28087.72,SHORT,28088.75,28086.32,1.03,1.4,1.37,11,Phase1_Absorption,WIN
12275,NQM6.CME@RITHMIC,2026-05-05T14:03:01.536Z,28086.62,LONG,28085.75,28087.62,0.88,1.0,1.14,5,Phase1_Absorption,WIN
12276,NQM6.CME@RITHMIC,2026-05-05T14:03:01.825Z,28086.78,LONG,28085.75,28088.18,1.03,1.4,1.37,14,Phase1_Absorption,WIN
12277,NQM6.CME@RITHMIC,2026-05-05T14:03:02.311Z,28085.6,LONG,28084.5,28087.2,1.1,1.6,1.45,15,Phase1_Absorption,WIN
12278,ESM6.CME@RITHMIC,2026-05-05T14:03:02.345Z,7274.65,LONG,7274.0,7275.05,0.65,0.4,0.62,30,Phase1_Absorption,LOSS
12279,NQM6.CME@RITHMIC,2026-05-05T14:03:03.021Z,28085.83,LONG,28084.5,28088.03,1.33,2.2,1.66,15,Phase1_Absorption,LOSS
12280,NQM6.CME@RITHMIC,2026-05-05T14:03:04.495Z,28088.6,SHORT,28090.0,28086.2,1.4,2.4,1.71,24,Phase1_Absorption,WIN
12281,NQM6.CME@RITHMIC,2026-05-05T14:03:05.064Z,28090.3,SHORT,28091.25,28089.1,0.95,1.2,1.26,28,Phase1_Absorption,WIN
12282,NQM6.CME@RITHMIC,2026-05-05T14:03:05.200Z,28090.95,SHORT,28091.75,28090.15,0.8,0.8,1.0,8,Phase1_Absorption,WIN
12283,NQM6.CME@RITHMIC,2026-05-05T14:03:05.280Z,28090.22,LONG,28089.5,28090.82,0.72,0.6,0.83,7,Phase1_Absorption,LOSS
12284,NQM6.CME@RITHMIC,2026-05-05T14:03:05.980Z,28091.05,SHORT,28092.0,28089.85,0.95,1.2,1.26,16,Phase1_Absorption,WIN
12285,NQM6.CME@RITHMIC,2026-05-05T14:03:05.980Z,28091.85,SHORT,28092.5,28091.45,0.65,0.4,0.62,6,Phase1_Absorption,WIN
12286,NQM6.CME@RITHMIC,2026-05-05T14:03:05.982Z,28092.03,SHORT,28092.75,28091.43,0.72,0.6,0.83,22,Phase1_Absorption,LOSS
12287,NQM6.CME@RITHMIC,2026-05-05T14:03:05.982Z,28092.35,SHORT,28093.0,28091.95,0.65,0.4,0.62,8,Phase1_Absorption,LOSS
12288,NQM6.CME@RITHMIC,2026-05-05T14:03:06.073Z,28092.28,SHORT,28093.0,28091.68,0.72,0.6,0.83,20,Phase1_Absorption,WIN
12289,NQM6.CME@RITHMIC,2026-05-05T14:03:06.508Z,28090.35,LONG,28089.25,28091.95,1.1,1.6,1.45,22,Phase1_Absorption,WIN
12290,NQM6.CME@RITHMIC,2026-05-05T14:03:06.508Z,28089.92,LONG,28088.75,28091.72,1.17,1.8,1.53,10,Phase1_Absorption,LOSS
12291,NQM6.CME@RITHMIC,2026-05-05T14:03:06.530Z,28089.3,LONG,28088.5,28090.1,0.8,0.8,1.0,16,Phase1_Absorption,WIN
12292,NQM6.CME@RITHMIC,2026-05-05T14:03:06.546Z,28089.3,LONG,28088.5,28090.1,0.8,0.8,1.0,19,Phase1_Absorption,WIN
12293,NQM6.CME@RITHMIC,2026-05-05T14:03:06.687Z,28088.9,LONG,28088.25,28089.3,0.65,0.4,0.62,5,Phase1_Absorption,LOSS
12294,NQM6.CME@RITHMIC,2026-05-05T14:03:07.090Z,28089.62,SHORT,28090.5,28088.62,0.88,1.0,1.14,19,Phase1_Absorption,WIN
12295,NQM6.CME@RITHMIC,2026-05-05T14:03:07.698Z,28089.45,SHORT,28090.25,28088.65,0.8,0.8,1.0,25,Phase1_Absorption,WIN
12296,NQM6.CME@RITHMIC,2026-05-05T14:03:09.689Z,28091.8,SHORT,28092.75,28090.6,0.95,1.2,1.26,13,Phase1_Absorption,LOSS
12297,NQM6.CME@RITHMIC,2026-05-05T14:03:09.790Z,28092.1,SHORT,28092.75,28091.7,0.65,0.4,0.62,26,Phase1_Absorption,WIN
12298,NQM6.CME@RITHMIC,2026-05-05T14:03:09.936Z,28092.1,SHORT,28092.75,28091.7,0.65,0.4,0.62,6,Phase1_Absorption,WIN
12299,NQM6.CME@RITHMIC,2026-05-05T14:03:10.173Z,28091.12,LONG,28090.25,28092.12,0.88,1.0,1.14,23,Phase1_Absorption,WIN
12300,NQM6.CME@RITHMIC,2026-05-05T14:03:10.289Z,28090.47,LONG,28089.75,28091.07,0.72,0.6,0.83,11,Phase1_Absorption,WIN
12301,NQM6.CME@RITHMIC,2026-05-05T14:03:10.694Z,28090.2,LONG,28089.25,28091.4,0.95,1.2,1.26,18,Phase1_Absorption,LOSS
12302,NQM6.CME@RITHMIC,2026-05-05T14:03:12.272Z,28092.08,SHORT,28093.25,28090.28,1.17,1.8,1.53,30,Phase1_Absorption,LOSS
12303,NQM6.CME@RITHMIC,2026-05-05T14:03:12.275Z,28092.45,SHORT,28093.25,28091.65,0.8,0.8,1.0,27,Phase1_Absorption,WIN
12304,NQM6.CME@RITHMIC,2026-05-05T14:03:13.323Z,28093.03,SHORT,28093.75,28092.43,0.72,0.6,0.83,13,Phase1_Absorption,WIN
12305,NQM6.CME@RITHMIC,2026-05-05T14:03:14.026Z,28093.7,SHORT,28094.5,28092.9,0.8,0.8,1.0,30,Phase1_Absorption,WIN
12306,NQM6.CME@RITHMIC,2026-05-05T14:03:14.026Z,28093.88,SHORT,28094.75,28092.88,0.88,1.0,1.14,10,Phase1_Absorption,WIN
12307,NQM6.CME@RITHMIC,2026-05-05T14:03:14.060Z,28094.28,SHORT,28095.0,28093.68,0.72,0.6,0.83,30,Phase1_Absorption,LOSS
12308,NQM6.CME@RITHMIC,2026-05-05T14:03:14.572Z,28094.9,SHORT,28096.0,28093.3,1.1,1.6,1.45,5,Phase1_Absorption,WIN
12309,NQM6.CME@RITHMIC,2026-05-05T14:03:14.935Z,28095.62,SHORT,28096.5,28094.62,0.88,1.0,1.14,24,Phase1_Absorption,WIN
12310,NQM6.CME@RITHMIC,2026-05-05T14:03:16.983Z,28096.95,SHORT,28097.75,28096.15,0.8,0.8,1.0,28,Phase1_Absorption,WIN
12311,NQM6.CME@RITHMIC,2026-05-05T14:03:17.837Z,28098.05,SHORT,28099.0,28096.85,0.95,1.2,1.26,28,Phase1_Absorption,LOSS
12312,NQM6.CME@RITHMIC,2026-05-05T14:03:17.837Z,28098.38,SHORT,28099.25,28097.38,0.88,1.0,1.14,15,Phase1_Absorption,TIMEOUT
12313,NQM6.CME@RITHMIC,2026-05-05T14:03:17.837Z,28098.85,SHORT,28099.5,28098.45,0.65,0.4,0.62,6,Phase1_Absorption,WIN
12314,NQM6.CME@RITHMIC,2026-05-05T14:03:18.040Z,28098.78,SHORT,28099.5,28098.18,0.72,0.6,0.83,6,Phase1_Absorption,WIN
12315,NQM6.CME@RITHMIC,2026-05-05T14:03:18.323Z,28098.88,SHORT,28099.75,28097.88,0.88,1.0,1.14,9,Phase1_Absorption,WIN
12316,NQM6.CME@RITHMIC,2026-05-05T14:03:18.558Z,28099.55,SHORT,28100.5,28098.35,0.95,1.2,1.26,23,Phase1_Absorption,WIN
12317,NQM6.CME@RITHMIC,2026-05-05T14:03:18.859Z,28099.05,LONG,28098.25,28099.85,0.8,0.8,1.0,18,Phase1_Absorption,TIMEOUT
12318,NQM6.CME@RITHMIC,2026-05-05T14:03:19.211Z,28098.97,LONG,28098.25,28099.57,0.72,0.6,0.83,24,Phase1_Absorption,WIN
12319,NQM6.CME@RITHMIC,2026-05-05T14:03:20.425Z,28099.55,LONG,28098.75,28100.35,0.8,0.8,1.0,12,Phase1_Absorption,LOSS
12320,NQM6.CME@RITHMIC,2026-05-05T14:03:20.527Z,28099.15,LONG,28098.5,28099.55,0.65,0.4,0.62,22,Phase1_Absorption,WIN
12321,NQM6.CME@RITHMIC,2026-05-05T14:03:20.872Z,28098.55,LONG,28097.75,28099.35,0.8,0.8,1.0,20,Phase1_Absorption,LOSS
12322,NQM6.CME@RITHMIC,2026-05-05T14:03:21.773Z,28100.62,SHORT,28101.5,28099.62,0.88,1.0,1.14,24,Phase1_Absorption,TIMEOUT
12323,NQM6.CME@RITHMIC,2026-05-05T14:03:21.775Z,28101.1,SHORT,28101.75,28100.7,0.65,0.4,0.62,28,Phase1_Absorption,WIN
12324,NQM6.CME@RITHMIC,2026-05-05T14:03:21.863Z,28101.03,SHORT,28101.75,28100.43,0.72,0.6,0.83,20,Phase1_Absorption,TIMEOUT
12325,NQM6.CME@RITHMIC,2026-05-05T14:03:21.907Z,28101.2,SHORT,28102.0,28100.4,0.8,0.8,1.0,8,Phase1_Absorption,LOSS
12326,NQM6.CME@RITHMIC,2026-05-05T14:03:21.927Z,28101.62,SHORT,28102.5,28100.62,0.88,1.0,1.14,23,Phase1_Absorption,LOSS
12327,NQM6.CME@RITHMIC,2026-05-05T14:03:22.054Z,28101.65,LONG,28101.0,28102.05,0.65,0.4,0.62,6,Phase1_Absorption,LOSS
12328,NQM6.CME@RITHMIC,2026-05-05T14:03:22.232Z,28101.05,LONG,28100.25,28101.85,0.8,0.8,1.0,24,Phase1_Absorption,TIMEOUT
12329,NQM6.CME@RITHMIC,2026-05-05T14:03:22.529Z,28100.38,SHORT,28101.25,28099.38,0.88,1.0,1.14,30,Phase1_Absorption,LOSS
12330,NQM6.CME@RITHMIC,2026-05-05T14:03:24.715Z,28096.15,LONG,28095.5,28096.55,0.65,0.4,0.62,24,Phase1_Absorption,WIN
12331,NQM6.CME@RITHMIC,2026-05-05T14:03:24.947Z,28096.47,LONG,28095.75,28097.07,0.72,0.6,0.83,19,Phase1_Absorption,WIN
12332,NQM6.CME@RITHMIC,2026-05-05T14:03:25.385Z,28095.62,LONG,28094.75,28096.62,0.88,1.0,1.14,22,Phase1_Absorption,WIN
12333,NQM6.CME@RITHMIC,2026-05-05T14:03:26.948Z,28096.45,SHORT,28097.25,28095.65,0.8,0.8,1.0,6,Phase1_Absorption,LOSS
12334,NQM6.CME@RITHMIC,2026-05-05T14:03:28.673Z,28095.03,LONG,28094.0,28096.43,1.03,1.4,1.37,9,Phase1_Absorption,WIN
12335,NQM6.CME@RITHMIC,2026-05-05T14:03:30.096Z,28092.8,LONG,28092.0,28093.6,0.8,0.8,1.0,12,Phase1_Absorption,WIN
12336,NQM6.CME@RITHMIC,2026-05-05T14:03:30.450Z,28092.9,LONG,28092.25,28093.3,0.65,0.4,0.62,5,Phase1_Absorption,LOSS
12337,NQM6.CME@RITHMIC,2026-05-05T14:03:31.821Z,28093.45,SHORT,28094.25,28092.65,0.8,0.8,1.0,30,Phase1_Absorption,WIN
12338,NQM6.CME@RITHMIC,2026-05-05T14:03:33.529Z,28091.95,LONG,28091.0,28093.15,0.95,1.2,1.26,7,Phase1_Absorption,WIN
12339,NQM6.CME@RITHMIC,2026-05-05T14:03:34.702Z,28094.38,SHORT,28095.25,28093.38,0.88,1.0,1.14,16,Phase1_Absorption,TIMEOUT
12340,NQM6.CME@RITHMIC,2026-05-05T14:03:34.704Z,28094.85,SHORT,28095.5,28094.45,0.65,0.4,0.62,10,Phase1_Absorption,WIN
12341,NQM6.CME@RITHMIC,2026-05-05T14:03:35.347Z,28095.62,SHORT,28096.5,28094.62,0.88,1.0,1.14,18,Phase1_Absorption,TIMEOUT
12342,NQM6.CME@RITHMIC,2026-05-05T14:03:36.119Z,28095.05,LONG,28094.25,28095.85,0.8,0.8,1.0,14,Phase1_Absorption,TIMEOUT
12343,NQM6.CME@RITHMIC,2026-05-05T14:03:37.065Z,28093.95,LONG,28093.0,28095.15,0.95,1.2,1.26,24,Phase1_Absorption,LOSS
12344,NQM6.CME@RITHMIC,2026-05-05T14:03:50.360Z,28094.35,SHORT,28095.0,28093.95,0.65,0.4,0.62,6,Phase1_Absorption,TIMEOUT
12345,NQM6.CME@RITHMIC,2026-05-05T14:03:50.360Z,28094.53,SHORT,28095.25,28093.93,0.72,0.6,0.83,28,Phase1_Absorption,TIMEOUT
12346,NQM6.CME@RITHMIC,2026-05-05T14:03:50.360Z,28094.85,SHORT,28095.5,28094.45,0.65,0.4,0.62,21,Phase1_Absorption,TIMEOUT
12347,NQM6.CME@RITHMIC,2026-05-05T14:03:50.363Z,28095.1,SHORT,28095.75,28094.7,0.65,0.4,0.62,9,Phase1_Absorption,WIN
12348,NQM6.CME@RITHMIC,2026-05-05T14:03:50.364Z,28095.35,SHORT,28096.0,28094.95,0.65,0.4,0.62,13,Phase1_Absorption,LOSS
12349,NQM6.CME@RITHMIC,2026-05-05T14:03:50.366Z,28095.85,SHORT,28096.5,28095.45,0.65,0.4,0.62,29,Phase1_Absorption,WIN
12350,NQM6.CME@RITHMIC,2026-05-05T14:03:51.668Z,28095.72,SHORT,28096.75,28094.32,1.03,1.4,1.37,17,Phase1_Absorption,LOSS
12351,NQM6.CME@RITHMIC,2026-05-05T14:03:53.830Z,28094.2,LONG,28093.25,28095.4,0.95,1.2,1.26,30,Phase1_Absorption,WIN
12352,NQM6.CME@RITHMIC,2026-05-05T14:03:53.975Z,28093.5,LONG,28092.25,28095.5,1.25,2.0,1.6,16,Phase1_Absorption,TIMEOUT
12353,NQM6.CME@RITHMIC,2026-05-05T14:03:54.564Z,28092.97,LONG,28092.25,28093.57,0.72,0.6,0.83,5,Phase1_Absorption,WIN
12354,NQM6.CME@RITHMIC,2026-05-05T14:03:54.745Z,28092.72,LONG,28092.0,28093.32,0.72,0.6,0.83,15,Phase1_Absorption,WIN
12355,NQM6.CME@RITHMIC,2026-05-05T14:03:55.110Z,28091.25,LONG,28090.0,28093.25,1.25,2.0,1.6,25,Phase1_Absorption,LOSS
12356,NQM6.CME@RITHMIC,2026-05-05T14:03:59.698Z,28091.7,SHORT,28092.5,28090.9,0.8,0.8,1.0,22,Phase1_Absorption,WIN
12357,NQM6.CME@RITHMIC,2026-05-05T14:04:00.647Z,28094.3,SHORT,28095.25,28093.1,0.95,1.2,1.26,16,Phase1_Absorption,WIN
12358,NQM6.CME@RITHMIC,2026-05-05T14:04:03.432Z,28092.03,LONG,28091.0,28093.43,1.03,1.4,1.37,28,Phase1_Absorption,WIN
12359,NQM6.CME@RITHMIC,2026-05-05T14:04:03.656Z,28091.8,LONG,28091.0,28092.6,0.8,0.8,1.0,24,Phase1_Absorption,TIMEOUT
12360,NQM6.CME@RITHMIC,2026-05-05T14:04:05.035Z,28091.97,LONG,28091.25,28092.57,0.72,0.6,0.83,10,Phase1_Absorption,LOSS
12361,NQM6.CME@RITHMIC,2026-05-05T14:04:05.801Z,28091.45,LONG,28090.5,28092.65,0.95,1.2,1.26,25,Phase1_Absorption,LOSS
12362,NQM6.CME@RITHMIC,2026-05-05T14:04:06.797Z,28093.05,LONG,28092.25,28093.85,0.8,0.8,1.0,15,Phase1_Absorption,LOSS
12363,NQM6.CME@RITHMIC,2026-05-05T14:04:06.797Z,28093.4,LONG,28092.75,28093.8,0.65,0.4,0.62,8,Phase1_Absorption,WIN
12364,NQM6.CME@RITHMIC,2026-05-05T14:04:06.798Z,28093.15,LONG,28092.5,28093.55,0.65,0.4,0.62,5,Phase1_Absorption,LOSS
12365,NQM6.CME@RITHMIC,2026-05-05T14:04:06.799Z,28092.9,LONG,28092.25,28093.3,0.65,0.4,0.62,9,Phase1_Absorption,WIN
12366,NQM6.CME@RITHMIC,2026-05-05T14:04:07.148Z,28094.28,SHORT,28095.0,28093.68,0.72,0.6,0.83,8,Phase1_Absorption,WIN
12367,NQM6.CME@RITHMIC,2026-05-05T14:04:09.122Z,28093.38,LONG,28092.5,28094.38,0.88,1.0,1.14,12,Phase1_Absorption,LOSS
12368,NQM6.CME@RITHMIC,2026-05-05T14:04:11.739Z,28094.55,SHORT,28095.5,28093.35,0.95,1.2,1.26,27,Phase1_Absorption,WIN
12369,NQM6.CME@RITHMIC,2026-05-05T14:04:14.793Z,28093.88,SHORT,28094.75,28092.88,0.88,1.0,1.14,9,Phase1_Absorption,LOSS
12370,NQM6.CME@RITHMIC,2026-05-05T14:04:15.708Z,28095.45,SHORT,28097.0,28092.65,1.55,2.8,1.81,24,Phase1_Absorption,TIMEOUT
12371,NQM6.CME@RITHMIC,2026-05-05T14:04:19.009Z,28096.2,SHORT,28097.0,28095.4,0.8,0.8,1.0,21,Phase1_Absorption,WIN
12372,NQM6.CME@RITHMIC,2026-05-05T14:04:19.031Z,28097.05,SHORT,28098.0,28095.85,0.95,1.2,1.26,8,Phase1_Absorption,WIN
12373,NQM6.CME@RITHMIC,2026-05-05T14:04:19.584Z,28096.97,SHORT,28098.0,28095.57,1.03,1.4,1.37,19,Phase1_Absorption,TIMEOUT
12374,NQM6.CME@RITHMIC,2026-05-05T14:04:20.807Z,28096.95,SHORT,28097.75,28096.15,0.8,0.8,1.0,30,Phase1_Absorption,WIN
12375,NQM6.CME@RITHMIC,2026-05-05T14:04:22.638Z,28096.72,LONG,28096.0,28097.32,0.72,0.6,0.83,25,Phase1_Absorption,LOSS
12376,NQM6.CME@RITHMIC,2026-05-05T14:04:22.898Z,28098.12,SHORT,28099.0,28097.12,0.88,1.0,1.14,24,Phase1_Absorption,LOSS
12377,NQM6.CME@RITHMIC,2026-05-05T14:04:23.744Z,28098.12,SHORT,28099.0,28097.12,0.88,1.0,1.14,30,Phase1_Absorption,LOSS
12378,NQM6.CME@RITHMIC,2026-05-05T14:04:24.271Z,28097.9,SHORT,28099.0,28096.3,1.1,1.6,1.45,16,Phase1_Absorption,WIN
12379,NQM6.CME@RITHMIC,2026-05-05T14:04:25.043Z,28097.8,LONG,28097.0,28098.6,0.8,0.8,1.0,30,Phase1_Absorption,WIN
12380,NQM6.CME@RITHMIC,2026-05-05T14:04:25.461Z,28097.72,LONG,28097.0,28098.32,0.72,0.6,0.83,18,Phase1_Absorption,LOSS
12381,NQM6.CME@RITHMIC,2026-05-05T14:04:25.977Z,28099.03,SHORT,28099.75,28098.43,0.72,0.6,0.83,24,Phase1_Absorption,LOSS
12382,NQM6.CME@RITHMIC,2026-05-05T14:04:27.014Z,28099.2,SHORT,28100.0,28098.4,0.8,0.8,1.0,17,Phase1_Absorption,TIMEOUT
12383,NQM6.CME@RITHMIC,2026-05-05T14:04:27.028Z,28099.7,SHORT,28100.5,28098.9,0.8,0.8,1.0,26,Phase1_Absorption,TIMEOUT
12384,NQM6.CME@RITHMIC,2026-05-05T14:04:27.046Z,28100.1,SHORT,28100.75,28099.7,0.65,0.4,0.62,29,Phase1_Absorption,TIMEOUT
12385,NQM6.CME@RITHMIC,2026-05-05T14:04:29.160Z,28097.3,LONG,28096.5,28098.1,0.8,0.8,1.0,22,Phase1_Absorption,LOSS
12386,NQM6.CME@RITHMIC,2026-05-05T14:04:29.665Z,28096.8,LONG,28096.0,28097.6,0.8,0.8,1.0,17,Phase1_Absorption,WIN
12387,NQM6.CME@RITHMIC,2026-05-05T14:04:29.785Z,28095.12,LONG,28094.25,28096.12,0.88,1.0,1.14,27,Phase1_Absorption,TIMEOUT
12388,NQM6.CME@RITHMIC,2026-05-05T14:04:30.465Z,28093.92,LONG,28092.75,28095.72,1.17,1.8,1.53,30,Phase1_Absorption,LOSS
12389,NQM6.CME@RITHMIC,2026-05-05T14:04:32.192Z,28092.22,LONG,28091.5,28092.82,0.72,0.6,0.83,11,Phase1_Absorption,WIN
12390,NQM6.CME@RITHMIC,2026-05-05T14:04:32.760Z,28092.6,LONG,28091.5,28094.2,1.1,1.6,1.45,24,Phase1_Absorption,WIN
12391,NQM6.CME@RITHMIC,2026-05-05T14:04:33.170Z,28092.6,LONG,28091.5,28094.2,1.1,1.6,1.45,16,Phase1_Absorption,TIMEOUT
